epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,220.217,1.74127,0.96024,0.92007,0.76323,0.59819,0.61649,0.26845,1.69643,0.9708,0.93709,0.00145505,0.00145505,0.00145505
72,223.315,1.74868,0.9534,0.92032,0.64535,0.514,0.56725,0.25684,1.71439,0.99277,0.93438,0.00144924,0.00144924,0.00144924
73,226.514,1.74277,0.95349,0.92191,0.66989,0.51743,0.55488,0.25089,1.71625,0.94717,0.93872,0.00144335,0.00144335,0.00144335
74,229.871,1.75862,0.9626,0.92076,0.63149,0.51013,0.5377,0.24063,1.72282,0.96699,0.93728,0.00143741,0.00143741,0.00143741
75,232.842,1.74989,0.96805,0.92205,0.64993,0.50359,0.53857,0.24063,1.70156,1.01884,0.9347,0.00143139,0.00143139,0.00143139
76,236.059,1.74037,0.94922,0.92067,0.77736,0.57131,0.65166,0.25708,1.70084,0.96369,0.93236,0.00142531,0.00142531,0.00142531
77,239.075,1.74734,0.95328,0.91677,0.50506,0.45114,0.46295,0.23823,1.69608,0.94685,0.93562,0.00141917,0.00141917,0.00141917
78,242.054,1.71361,0.94094,0.92056,0.82211,0.585,0.63721,0.27131,1.73848,0.95339,0.93939,0.00141297,0.00141297,0.00141297
79,245.578,1.72974,0.95744,0.9169,0.727,0.57102,0.63608,0.24824,1.71858,0.97394,0.9378,0.0014067,0.0014067,0.0014067
80,248.599,1.7643,0.9584,0.92647,0.71153,0.58464,0.63833,0.2536,1.72911,0.96964,0.94125,0.00140037,0.00140037,0.00140037
81,251.586,1.73584,0.94587,0.92125,0.70975,0.58543,0.58838,0.24594,1.7124,0.95632,0.93605,0.00139398,0.00139398,0.00139398
82,254.627,1.75461,0.95622,0.92277,0.58805,0.54525,0.49948,0.23875,1.70817,1.00224,0.93689,0.00138753,0.00138753,0.00138753
83,257.579,1.72473,0.93633,0.91665,0.72915,0.5529,0.63752,0.25221,1.71066,0.98219,0.93672,0.00138101,0.00138101,0.00138101
84,260.546,1.72695,0.94177,0.91657,0.75835,0.58629,0.62216,0.26523,1.72195,0.95188,0.93583,0.00137444,0.00137444,0.00137444
85,263.494,1.72087,0.93137,0.92182,0.53356,0.45191,0.45291,0.22539,1.71744,0.97046,0.93662,0.00136781,0.00136781,0.00136781
86,266.472,1.722,0.93644,0.91566,0.77151,0.59413,0.64266,0.26221,1.74319,0.96071,0.9381,0.00136113,0.00136113,0.00136113
87,269.454,1.74423,0.95629,0.91427,0.70235,0.51786,0.54263,0.24431,1.71837,0.97883,0.93281,0.00135438,0.00135438,0.00135438
88,272.433,1.72677,0.93424,0.92146,0.70396,0.52913,0.5512,0.25067,1.73047,0.94244,0.93784,0.00134758,0.00134758,0.00134758
89,275.393,1.74787,0.94349,0.91313,0.74839,0.58757,0.63065,0.27828,1.72175,0.94729,0.93718,0.00134073,0.00134073,0.00134073
90,278.913,1.72635,0.93152,0.91783,0.75058,0.5987,0.62727,0.25989,1.69013,0.97704,0.93147,0.00133382,0.00133382,0.00133382
91,281.877,1.70746,0.92296,0.91505,0.80894,0.57421,0.64235,0.26114,1.70547,0.9396,0.93541,0.00132685,0.00132685,0.00132685
92,284.847,1.72593,0.93454,0.91768,0.76065,0.56746,0.62209,0.25324,1.70723,0.95725,0.93377,0.00131984,0.00131984,0.00131984
93,287.833,1.74385,0.94686,0.91447,0.75616,0.58379,0.5868,0.26664,1.71565,0.96026,0.93255,0.00131277,0.00131277,0.00131277
94,290.854,1.72392,0.94213,0.91603,0.68251,0.51903,0.52114,0.23621,1.70096,0.96706,0.93359,0.00130565,0.00130565,0.00130565
