epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,156.618,1.98622,1.34012,0.98795,0.554,0.3317,0.37629,0.17401,1.89726,1.27789,0.98295,0.00153388,0.00153388,0.00153388
57,159.408,1.99683,1.3188,0.98368,0.65916,0.47462,0.529,0.21707,1.88723,1.262,0.98972,0.00152913,0.00152913,0.00152913
58,162.192,1.96302,1.2992,0.9804,0.55011,0.57045,0.49881,0.2222,1.88377,1.25134,0.9877,0.00152431,0.00152431,0.00152431
59,165.279,1.98592,1.32057,0.9814,0.63018,0.56317,0.52982,0.18994,1.8737,1.29304,0.98223,0.00151942,0.00151942,0.00151942
60,168.019,2.00875,1.34949,0.98423,0.51281,0.5063,0.43935,0.18849,1.90049,1.31282,0.98829,0.00151445,0.00151445,0.00151445
61,170.809,1.99189,1.31414,0.98724,0.86345,0.30137,0.47023,0.20152,1.888,1.479,0.99001,0.00150941,0.00150941,0.00150941
62,173.554,1.98013,1.30858,0.98164,0.67996,0.44551,0.46508,0.20444,1.90197,1.23976,0.99274,0.00150429,0.00150429,0.00150429
63,176.695,1.98677,1.318,0.98165,0.55769,0.51052,0.51059,0.19399,1.89588,1.28294,0.98941,0.0014991,0.0014991,0.0014991
64,179.437,1.98736,1.33062,0.98553,0.66991,0.4301,0.48698,0.22421,1.86611,1.28557,0.98174,0.00149384,0.00149384,0.00149384
65,182.192,1.97853,1.31682,0.97959,0.87356,0.48466,0.54833,0.20147,1.89323,1.27547,0.98481,0.00148851,0.00148851,0.00148851
66,184.964,1.9615,1.30248,0.98097,0.50414,0.35149,0.39864,0.18152,1.88823,1.29302,0.98698,0.00148311,0.00148311,0.00148311
67,187.822,1.98296,1.32046,0.9843,0.77016,0.53766,0.54826,0.2176,1.90225,1.27658,0.98503,0.00147764,0.00147764,0.00147764
68,191.057,1.97583,1.30892,0.98042,0.69416,0.52679,0.53775,0.21338,1.88301,1.24997,0.97992,0.00147209,0.00147209,0.00147209
69,193.817,1.97027,1.30693,0.97672,0.48071,0.50159,0.40936,0.19198,1.85759,1.3224,0.97901,0.00146648,0.00146648,0.00146648
70,196.558,1.98516,1.29684,0.98177,0.64618,0.55547,0.51661,0.21255,1.87688,1.24439,0.9839,0.0014608,0.0014608,0.0014608
71,199.314,1.96692,1.31874,0.9797,0.77596,0.43952,0.50453,0.18435,1.87088,1.36764,0.98282,0.00145505,0.00145505,0.00145505
