epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,93.3537,1.75797,0.92069,0.92924,0.80618,0.56788,0.65452,0.27831,1.72504,0.92188,0.9401,0.00163178,0.00163178,0.00163178
30,96.5281,1.74783,0.92086,0.92429,0.93232,0.60834,0.67825,0.28306,1.69402,0.91968,0.92835,0.00162924,0.00162924,0.00162924
31,99.6983,1.74413,0.92072,0.93352,0.53032,0.46981,0.54164,0.27101,1.72882,0.92301,0.94303,0.00162661,0.00162661,0.00162661
32,102.928,1.74028,0.91176,0.92597,0.74416,0.64579,0.63062,0.28137,1.68928,0.95019,0.93173,0.0016239,0.0016239,0.0016239
33,106.078,1.75638,0.92063,0.92733,0.94986,0.66817,0.72788,0.33108,1.69837,0.91082,0.93317,0.0016211,0.0016211,0.0016211
34,109.199,1.72232,0.89119,0.92747,0.90027,0.60256,0.6962,0.29572,1.6712,0.9049,0.92987,0.00161822,0.00161822,0.00161822
35,112.439,1.71819,0.88493,0.9185,0.84157,0.57646,0.67686,0.2853,1.68394,0.87767,0.93223,0.00161525,0.00161525,0.00161525
36,115.628,1.72397,0.90172,0.93049,0.89659,0.55105,0.64557,0.26557,1.69807,0.89819,0.93753,0.00161219,0.00161219,0.00161219
37,118.783,1.71935,0.87614,0.91787,0.77266,0.60213,0.66149,0.29706,1.6765,0.87647,0.93144,0.00160905,0.00160905,0.00160905
38,121.929,1.70633,0.88202,0.9189,0.76079,0.66751,0.68457,0.28419,1.70267,0.91528,0.93748,0.00160583,0.00160583,0.00160583
39,125.1,1.70675,0.87562,0.92522,0.732,0.51289,0.61786,0.268,1.67692,0.90804,0.9358,0.00160252,0.00160252,0.00160252
40,128.303,1.7087,0.88639,0.92086,0.76164,0.60612,0.65127,0.29315,1.67822,0.89982,0.93527,0.00159913,0.00159913,0.00159913
41,131.511,1.71096,0.88324,0.9169,0.70242,0.6454,0.65649,0.27928,1.6727,0.89709,0.92987,0.00159566,0.00159566,0.00159566
42,134.69,1.71988,0.88818,0.91931,0.63387,0.57322,0.56729,0.25676,1.67702,0.93082,0.93307,0.0015921,0.0015921,0.0015921
43,137.877,1.68743,0.85971,0.92125,0.84412,0.58873,0.69487,0.28437,1.67046,0.8977,0.93087,0.00158847,0.00158847,0.00158847
44,141.103,1.7167,0.87553,0.92023,0.5732,0.73176,0.65382,0.27045,1.6943,0.90189,0.93055,0.00158475,0.00158475,0.00158475
45,144.216,1.71151,0.87045,0.92567,0.7788,0.60941,0.67792,0.28808,1.68765,0.89906,0.93087,0.00158094,0.00158094,0.00158094
46,147.522,1.69655,0.86501,0.91333,0.79775,0.57497,0.64263,0.27302,1.67777,0.89537,0.93319,0.00157706,0.00157706,0.00157706
47,150.664,1.69171,0.86477,0.91338,0.91067,0.55006,0.66725,0.29816,1.67342,0.89172,0.92961,0.0015731,0.0015731,0.0015731
48,153.806,1.71307,0.86484,0.92281,0.67123,0.63332,0.6393,0.26907,1.71083,0.87692,0.93634,0.00156906,0.00156906,0.00156906
49,157.031,1.71596,0.87274,0.92077,0.88856,0.5878,0.66688,0.28627,1.71393,0.86873,0.93375,0.00156493,0.00156493,0.00156493
50,160.193,1.6992,0.85673,0.91671,0.91645,0.60341,0.66009,0.29682,1.69536,0.8643,0.9343,0.00156073,0.00156073,0.00156073
51,163.353,1.67882,0.85192,0.91622,0.83162,0.56008,0.69485,0.30112,1.65983,0.85112,0.93016,0.00155645,0.00155645,0.00155645
52,166.572,1.6749,0.8473,0.91967,0.69444,0.56446,0.67619,0.27124,1.714,0.91125,0.93689,0.00155209,0.00155209,0.00155209
53,169.733,1.68626,0.85903,0.91668,0.78858,0.6254,0.66531,0.30054,1.66165,0.86023,0.92952,0.00154765,0.00154765,0.00154765
54,172.908,1.69825,0.86534,0.92097,0.75449,0.60641,0.65526,0.26196,1.68208,0.87046,0.93199,0.00154314,0.00154314,0.00154314
55,176.081,1.68455,0.84063,0.91653,0.95487,0.59738,0.69235,0.30159,1.67051,0.88165,0.9355,0.00153854,0.00153854,0.00153854
56,179.285,1.67315,0.84836,0.91807,0.76204,0.61433,0.67832,0.2904,1.6738,0.86415,0.93559,0.00153388,0.00153388,0.00153388
57,182.487,1.67358,0.83492,0.91176,0.70718,0.64422,0.65434,0.29596,1.67481,0.86181,0.92966,0.00152913,0.00152913,0.00152913
58,185.633,1.66055,0.82886,0.91348,0.8413,0.56412,0.68183,0.26905,1.67947,0.88598,0.93102,0.00152431,0.00152431,0.00152431
